LATITUDE,LONGITUDE,SAMPLE_TIME_UTC,FUNCTIONAL_GROUP,TAXON_NAME,ABUNDANCE_M3,PROJECTNUMBER
-18.4,147.4,1988-01-01T00:00:00Z,Calanoid,Calanopia elliptica,0.4,24
-19,147.4,1988-01-01T00:00:00Z,Calanoid,Calanopia elliptica,2,24
-21.4,152,1988-01-01T00:00:00Z,Calanoid,Calanopia elliptica,0.4,24
-19.3,148,1988-01-01T00:00:00Z,Calanoid,Calocalanus pavo,3.9,24
-20.9,150.8,1988-01-01T00:00:00Z,Calanoid,Calocalanus pavo,0.3,24
-18.7,147.4,1988-01-01T00:00:00Z,Calanoid,Calocalanus pavo,0.4,24
-21.7,151.8,1988-01-01T00:00:00Z,Calanoid,Calocalanus pavo,0.7,24
-14.6,145.6,1988-01-01T00:00:00Z,Calanoid,Calocalanus pavo,0.1,24
-14.7,145.6,1988-01-01T00:00:00Z,Calanoid,Calocalanus pavo,0.2,24
-21.9,152.3,1988-01-01T00:00:00Z,Calanoid,Calocalanus pavo,0.7,24
-19.3,147.5,1988-01-01T00:00:00Z,Calanoid,Calocalanus pavo,0.7,24
-18.4,147.2,1988-01-01T00:00:00Z,Calanoid,Calocalanus pavo,1,24
-21.6,152.1,1988-01-01T00:00:00Z,Calanoid,Calocalanus pavo,0.5,24
-21.1,150.9,1988-01-01T00:00:00Z,Calanoid,Calocalanus pavo,0.3,24
-17.2,146.3,1988-01-01T00:00:00Z,Calanoid,Candacia pachydactyla,1.3,24
-14.6,145.4,1988-01-01T00:00:00Z,Calanoid,Candacia pachydactyla,4.5,24
-21,151.8,1988-01-01T00:00:00Z,Calanoid,Candacia pachydactyla,0.9,24
-15.4,145.7,1988-01-01T00:00:00Z,Calanoid,Candacia pachydactyla,0.7,24
-19.5,148,1988-01-01T00:00:00Z,Calanoid,Canthocalanus pauper,1.8,24
-19.7,149.3,1988-01-01T00:00:00Z,Calanoid,Canthocalanus pauper,4.75,24
-19.6,149.3,1988-01-01T00:00:00Z,Calanoid,Canthocalanus pauper,0.6,24
-19.7,148.4,1988-01-01T00:00:00Z,Calanoid,Canthocalanus pauper,13.1,24
-16.6,145.8,1988-01-01T00:00:00Z,Calanoid,Canthocalanus pauper,32,24
-21,150.9,1988-01-01T00:00:00Z,Calanoid,Canthocalanus pauper,1.6,24
-18.4,147,1988-01-01T00:00:00Z,Calanoid,Canthocalanus pauper,0.6,24
-18.7,147.4,1988-01-01T00:00:00Z,Calanoid,Canthocalanus pauper,0.6,24
-21.1,151.9,1988-01-01T00:00:00Z,Calanoid,Canthocalanus pauper,2.2,24
-21,151.9,1988-01-01T00:00:00Z,Calanoid,Centropages elongatus,1.1,24
-19.6,149.8,1988-01-01T00:00:00Z,Calanoid,Centropages elongatus,0.5,24
-14.6,145.1,1988-01-01T00:00:00Z,Calanoid,Centropages elongatus,0.2,24
-17.6,146.5,1988-01-01T00:00:00Z,Calanoid,Centropages furcatus,0.8,24
-14.4,144.9,1988-01-01T00:00:00Z,Calanoid,Centropages furcatus,0.5,24
-15.4,145.3,1988-01-01T00:00:00Z,Calanoid,Centropages furcatus,1.3,24
-21.9,151.9,1988-01-01T00:00:00Z,Calanoid,Centropages furcatus,3,24
-16.7,145.9,1988-01-01T00:00:00Z,Calanoid,Centropages furcatus,4.1,24
-19.7,149.3,1988-01-01T00:00:00Z,Calanoid,Centropages furcatus,0.6,24
-17.3,146.4,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,68.167,24
-17.5,146.2,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,35.667,24
-17.4,146.2,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,48.733,24
-18.5,146.8,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,226.9,24
-18.9,147.6,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,32.25,24
-18.8,147.6,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,6.225,24
-19,147.3,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,8.1,24
-19.2,147.6,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,1.9,24
-19.8,148.7,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,0.9,24
-20.7,150.6,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,4.9,24
-17,146.4,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,10.4,24
-18.3,147.3,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,2.05,24
-20,148.8,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,34.3,24
-19.9,148.7,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,53.2,24
-16.6,145.8,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,4.1,24
-22,152.4,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,1.6,24
-21,151.8,1988-01-01T00:00:00Z,Calanoid,Centropages orsinii,0.9,24
-17.7,146.3,1988-01-01T00:00:00Z,Harpacticoid,Clytemnestra scutellata,0.6,24
-17,146.4,1988-01-01T00:00:00Z,Harpacticoid,Clytemnestra scutellata,0.5,24
-17.2,146.4,1988-01-01T00:00:00Z,Harpacticoid,Clytemnestra scutellata,1.433,24
-15.4,145.7,1988-01-01T00:00:00Z,Harpacticoid,Clytemnestra scutellata,0.1,24
-18.6,147.1,1988-01-01T00:00:00Z,Harpacticoid,Clytemnestra scutellata,0.7,24
-18.9,147.6,1988-01-01T00:00:00Z,Harpacticoid,Clytemnestra scutellata,0.6,24
-19,147.8,1988-01-01T00:00:00Z,Harpacticoid,Clytemnestra scutellata,3.6,24
-20.9,150.8,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,2.275,24
-21.8,152.2,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,6.75,24
-21.3,151.3,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,2.8,24
-15.4,145.5,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,0.9,24
-18.2,146.9,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,0.7,24
-14.6,145.3,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,0.4,24
-14.7,145.4,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,0.7,24
-19.8,148.7,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,3.5,24
-17.9,141,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,1,24
-16.3,146,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,6,24
-21.7,151.9,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,8.4,24
-21.9,151.4,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,9.4,24
-20.9,150.9,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,2,24
-21.1,150.9,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,2.5,24
-16.8,145.9,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,16.5,24
-16.2,145.6,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,9.3,24
-16.5,145.7,1988-01-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,8.3,24
-16.6,145.8,1988-01-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,4.1,24
-18.3,147.3,1988-01-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,1.8,24
-21.8,152,1988-01-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,4,24
-21,150.9,1988-01-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,0.3,24
-19.7,149.9,1988-01-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,1.767,24
-18.9,146.7,1988-01-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,1.8,24
-21.6,151.7,1988-01-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,5.7,24
-21.2,151.5,1988-01-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,2,24
-21.9,151.5,1988-01-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,2.9,24
-21.9,151.4,1988-01-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,3.8,24
-18.9,147.7,1988-01-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,0.7,24
-18.9,147.5,1988-01-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,2,24
-21.2,151.2,1988-01-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,1.4,24
-18.1,146.3,1988-01-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,21.5,24
-18.9,146.7,1988-01-01T00:00:00Z,Poecilostomatoida,Corycaeus speciosus,0.9,24
-17.2,146.4,1988-01-01T00:00:00Z,Poecilostomatoida,Corycaeus speciosus,0.7,24
-18.1,147.2,1988-01-01T00:00:00Z,Poecilostomatoida,Corycaeus speciosus,0.6,24
-20.8,151.7,1988-01-01T00:00:00Z,Poecilostomatoida,Corycaeus speciosus,0.5,24
-16.6,145.8,1988-01-01T00:00:00Z,Poecilostomatoida,Corycaeus speciosus,4.1,24
-18.7,147.4,1988-01-01T00:00:00Z,Poecilostomatoida,Corycaeus speciosus,1.933,24
-19,147.7,1988-01-01T00:00:00Z,Poecilostomatoida,Corycaeus speciosus,2,24
-18.7,147.7,1988-01-01T00:00:00Z,Poecilostomatoida,Corycaeus speciosus,1,24
-21,151.9,1988-01-01T00:00:00Z,Poecilostomatoida,Corycaeus speciosus,16.85,24
-19.6,149.6,1988-01-01T00:00:00Z,Poecilostomatoida,Corycaeus speciosus,1,24
-19.9,148.6,1988-01-01T00:00:00Z,Calanoid,Subeucalanus subcrassus,1.7,24
-19.1,146.9,1988-01-01T00:00:00Z,Calanoid,Subeucalanus subcrassus,0.4,24
-19.2,147.6,1988-01-01T00:00:00Z,Calanoid,Subeucalanus subcrassus,3.9,24
-19.6,149.7,1988-01-01T00:00:00Z,Calanoid,Subeucalanus subcrassus,0.85,24
-14.2,144.6,1988-01-01T00:00:00Z,Calanoid,Subeucalanus subcrassus,4.9,24
-19.7,149.9,1988-01-01T00:00:00Z,Calanoid,Subeucalanus subcrassus,4,24
-22,152.4,1988-01-01T00:00:00Z,Calanoid,Subeucalanus subcrassus,1.6,24
-21.9,151.9,1988-01-01T00:00:00Z,Calanoid,Subeucalanus subcrassus,3,24
-21.9,151.6,1988-01-01T00:00:00Z,Calanoid,Subeucalanus subcrassus,5.1,24
-17.5,146.2,1988-01-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,46.8,24
-16.7,145.8,1988-01-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,2.1,24
-21.8,152,1988-01-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,4.9,24
-19.6,149.7,1988-01-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,0.5,24
-19.8,149.3,1988-01-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,1.1,24
-19.7,149.3,1988-01-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,1.1,24
-21.7,151.3,1988-01-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,1.8,24
-21.9,151.7,1988-01-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,1.7,24
-21.9,151.4,1988-01-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,0.9,24
-18.4,147,1988-01-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,0.5,24
-19.8,148.7,1988-01-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,1.7,24
-20.7,150.6,1988-01-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,5.3,24
-19.3,148.1,1988-01-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,1,24
-17.5,146.4,1988-01-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,12.1,24
-18.7,147.8,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula concinna,30.9,24
-19.6,149.7,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula concinna,1.5,24
-18.9,147.5,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula concinna,2,24
-19.2,147.8,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula concinna,3.8,24
-15,145.7,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula concinna,4.6,24
-15.4,145.5,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula concinna,0.5,24
-21.7,152.2,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula concinna,0.4,24
-21.5,152.1,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula concinna,1.9,24
-21.3,152,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula concinna,1.7,24
-20.7,151.7,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula concinna,10.2,24
-19.6,149.4,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula concinna,0.5,24
-21.7,152.1,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula concinna,0.2,24
-21.3,151.5,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula concinna,0.9,24
-19,147.8,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula gibbula,10.325,24
-14.4,144.9,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula gibbula,0.1,24
-20.9,150.8,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula gibbula,0.6,24
-17.7,146.3,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula gibbula,1.3,24
-16.7,145.8,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula gibbula,2.1,24
-19.6,149.5,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula gibbula,1.5,24
-19.4,147.8,1988-01-01T00:00:00Z,Poecilostomatoida,Farranula gibbula,1.7,24
-18.2,147.2,1988-01-01T00:00:00Z,Calanoid,Labidocera acuta,0.8,24
-19.1,147.2,1988-01-01T00:00:00Z,Calanoid,Labidocera laevidentata,0.7,24
-21.9,152.3,1988-01-01T00:00:00Z,Calanoid,Labidocera laevidentata,0.7,24
-21.4,151.4,1988-01-01T00:00:00Z,Calanoid,Labidocera minuta,1.8,24
-18.5,147.1,1988-01-01T00:00:00Z,Calanoid,Labidocera minuta,1,24
-21.3,151.2,1988-01-01T00:00:00Z,Calanoid,Labidocera minuta,0.5,24
-16.9,146,1988-01-01T00:00:00Z,Calanoid,Labidocera minuta,2.1,24
-17.4,146.2,1988-01-01T00:00:00Z,Calanoid,Labidocera minuta,1.2,24
-18.8,147.6,1988-01-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,4.7,24
-17.2,146.4,1988-01-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,4.367,24
-19.7,148.3,1988-01-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,11.8,24
-19.9,148.7,1988-01-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,51.95,24
-20.7,150.6,1988-01-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,6.3,24
-18.1,146.4,1988-01-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,2.9,24
-14.6,145.1,1988-01-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,1.5,24
-14.6,145.3,1988-01-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,0.9,24
-21.9,152.3,1988-01-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,2.1,24
-21.9,151.5,1988-01-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,3.9,24
-20,148.8,1988-01-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,101.9,24
-20.7,151.7,1988-01-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,0.4,24
-17,146,1988-01-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,5.2,24
-19.6,149.3,1988-01-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,2.3,24
-21.7,152.1,1988-01-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,1.5,24
-19.6,149.7,1988-01-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,1,24
-17,146.1,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,13.4,24
-16.4,145.7,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,49.5,24
-17.4,146.2,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,31.267,24
-21,151.8,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,22.2,24
-21.1,151,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,5.1,24
-21.3,151.2,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,3.6,24
-21.9,151.8,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,27.1,24
-19.6,149.6,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,6.367,24
-18.6,147.1,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,20.267,24
-21.1,151.4,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,11.8,24
-21.9,151.7,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,6.3,24
-20,148.8,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,8.8,24
-19.9,148.7,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,18.35,24
-21.6,151.6,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,4.5,24
-14.1,144.4,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,2.6,24
-17.2,146.4,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,4.4,24
-19.8,148.5,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,51.7,24
-19.8,148.6,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,174.3,24
-15.4,145.6,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,0.45,24
-14.6,145.1,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,1,24
-19,147.3,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,0.7,24
-18.9,147.6,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,2.5,24
-19,147.7,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,1.033,24
-18.1,146.6,1988-01-01T00:00:00Z,Harpacticoid,Microsetella rosea,3.3,24
-19,147.7,1988-01-01T00:00:00Z,Cyclopoid,Oithona plumifera,1,24
-18.1,146.6,1988-01-01T00:00:00Z,Cyclopoid,Oithona plumifera,0.7,24
-19.1,147.9,1988-01-01T00:00:00Z,Cyclopoid,Oithona plumifera,2.1,24
-17.4,146.2,1988-01-01T00:00:00Z,Cyclopoid,Oithona plumifera,8.6,24
-17.6,146.6,1988-01-01T00:00:00Z,Cyclopoid,Oithona plumifera,2,24
-18.2,147.1,1988-01-01T00:00:00Z,Cyclopoid,Oithona plumifera,6.8,24
-18.2,146.6,1988-01-01T00:00:00Z,Cyclopoid,Oithona plumifera,0.7,24
-14.2,144.6,1988-01-01T00:00:00Z,Cyclopoid,Oithona plumifera,2,24
-21.9,152.3,1988-01-01T00:00:00Z,Cyclopoid,Oithona plumifera,2.233,24
-21,151.9,1988-01-01T00:00:00Z,Cyclopoid,Oithona plumifera,14.35,24
-21.6,151.6,1988-01-01T00:00:00Z,Cyclopoid,Oithona plumifera,1.6,24
-21,151.3,1988-01-01T00:00:00Z,Cyclopoid,Oithona plumifera,0.9,24
-21.1,151.5,1988-01-01T00:00:00Z,Cyclopoid,Oithona plumifera,2.9,24
-19.6,148.3,1988-01-01T00:00:00Z,Cyclopoid,Oithona plumifera,5.7,24
-19.7,148.4,1988-01-01T00:00:00Z,Cyclopoid,Oithona plumifera,25.2,24
-16.3,145.6,1988-01-01T00:00:00Z,Cyclopoid,Oithona plumifera,32,24
-17.6,146.4,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,33.85,24
-21.8,152.2,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,2.1,24
-19.7,148.4,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,6,24
-21.8,151.9,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,5.45,24
-19.9,148.6,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,24,24
-21.6,151.6,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,0.8,24
-20.6,150.5,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,2.7,24
-19.2,147.4,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,3,24
-19.2,147.5,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,27.95,24
-19.2,147.6,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,27.1,24
-19.4,147.9,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,9.3,24
-16.6,146.1,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,0.5,24
-18.1,147.2,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,0.8,24
-14.2,144.6,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,6.3,24
-18.2,147.3,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,0.65,24
-14.6,145.3,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,0.1,24
-18.9,147.6,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,0.55,24
-17.4,146.4,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,73.35,24
-18.3,147.4,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,2.4,24
-18.1,146.3,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,20.1,24
-19,147.8,1988-01-01T00:00:00Z,Cyclopoid,Dioithona rigida,1.7,24
-16.6,145.8,1988-01-01T00:00:00Z,Poecilostomatoida,Triconia conifera complex,13.4,24
-21.6,152.1,1988-01-01T00:00:00Z,Poecilostomatoida,Triconia conifera complex,0.3,24
-19.6,149.8,1988-01-01T00:00:00Z,Poecilostomatoida,Triconia conifera complex,0.433,24
-18.5,147.4,1988-01-01T00:00:00Z,Poecilostomatoida,Triconia conifera complex,0.2,24
-17.5,146.2,1988-01-01T00:00:00Z,Poecilostomatoida,Triconia conifera complex,10.4,24
-19.1,147,1988-01-01T00:00:00Z,Poecilostomatoida,Triconia conifera complex,0.9,24
-19.7,148.4,1988-01-01T00:00:00Z,Poecilostomatoida,Triconia conifera complex,4.15,24
-18,146.6,1988-01-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,2.1,24
-17.3,146.5,1988-01-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,1,24
-18.7,147.4,1988-01-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,0.5,24
-19.4,148,1988-01-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,1.9,24
-18.8,147.8,1988-01-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,1.3,24
-19.2,147.4,1988-01-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,3,24
-19.4,147.8,1988-01-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,0.9,24
-14.2,144.6,1988-01-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,1,24
-21.8,152.3,1988-01-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,0.2,24
-19.9,148.7,1988-01-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,1.5,24
-18.6,147.1,1988-01-01T00:00:00Z,Poecilostomatoida,Oncaea venusta complex,0.5,24
-18,146.4,1988-01-01T00:00:00Z,Poecilostomatoida,Oncaea venusta complex,1.6,24
-17.9,146.8,1988-01-01T00:00:00Z,Poecilostomatoida,Oncaea venusta complex,0.3,24
-21.8,152.2,1988-01-01T00:00:00Z,Calanoid,Temora stylifera,0.3,24
-19,147.7,1988-01-01T00:00:00Z,Calanoid,Temora stylifera,0.3,24
-19.3,147.5,1988-01-01T00:00:00Z,Calanoid,Temora turbinata,0.7,24
-17.4,146.2,1988-01-01T00:00:00Z,Calanoid,Temora turbinata,3.75,24
-17.2,146.3,1988-01-01T00:00:00Z,Calanoid,Temora turbinata,2.5,24
-21.9,152.3,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,0.467,24
-20.9,151.8,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,1.9,24
-17.7,146.2,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,7.2,24
-16.6,145.8,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,15.45,24
-16.7,145.8,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,12.4,24
-20.6,150.5,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,8.8,24
-19,146.8,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,14.3,24
-21,151.2,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,0.9,24
-18.4,147.2,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,0.8,24
-19.3,147.2,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,37.7,24
-19.7,149.6,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,0.7,24
-18.2,147,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,0.6,24
-14.2,144.6,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,3.9,24
-19.4,148,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,0.5,24
-19.3,148.1,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,11,24
-18.9,147.6,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,0.6,24
-18,146.4,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,2.4,24
-17.3,146.3,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,2.85,24
-18.7,147.7,1988-01-01T00:00:00Z,Calanoid,Undinula vulgaris,0.5,24
-42.27889,148.4728,1972-10-01T00:00:00Z,Calanoid,Acartia (Acartiura) tranteri,36.364,21
-42.69083,148.0981,1973-05-01T00:00:00Z,Calanoid,Acartia (Acartiura) tranteri,2309.091,21
-43.25278,148.0094,1971-12-01T00:00:00Z,Calanoid,Acartia (Acartiura) tranteri,745.455,21
-42.67361,148.245,1971-12-01T00:00:00Z,Calanoid,Acartia (Acartiura) tranteri,11.688,21
-43.25444,148.0286,1972-06-01T00:00:00Z,Calanoid,Acartia (Acartiura) tranteri,38.312,21
-42.25972,148.8022,1971-11-01T00:00:00Z,Calanoid,Calanoides carinatus,1078.704,21
-42.27417,148.3194,1971-11-01T00:00:00Z,Calanoid,Calanoides carinatus,1.948,21
-43.25417,148.1731,1972-10-01T00:00:00Z,Calanoid,Calanoides carinatus,48.611,21
-43.25778,148.3325,1971-12-01T00:00:00Z,Calanoid,Calanus australis,45.37,21
-43.24417,148.5133,1972-06-01T00:00:00Z,Calanoid,Calanus australis,0.463,21
-43.24444,148.0197,1972-08-01T00:00:00Z,Calanoid,Calanus australis,38.312,21
-42.27361,148.6317,1972-08-01T00:00:00Z,Calanoid,Calanus australis,0.926,21
-43.26028,148.0169,1972-10-01T00:00:00Z,Calanoid,Calanus australis,340.909,21
-42.69083,148.0981,1973-05-01T00:00:00Z,Calanoid,Calanus australis,109.091,21
-42.56444,148.1139,1971-08-01T00:00:00Z,Calanoid,Calanus australis,690.909,21
-42.27944,148.4686,1971-08-01T00:00:00Z,Calanoid,Calanus australis,35.065,21
-42.27056,148.6364,1971-11-01T00:00:00Z,Calanoid,Calanus australis,8.333,21
-42.27889,148.4728,1972-10-01T00:00:00Z,Calanoid,Calanus australis,1178.571,21
