LATITUDE,LONGITUDE,SAMPLE_TIME_UTC,FUNCTIONAL_GROUP,TAXON_NAME,ABUNDANCE_M3,PROJECTNUMBER
-12.25,141.5,1976-05-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus agilis,3,1
-12.25,141.5,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus andrewsi,9.5,1
-12.25,141.5,1976-05-01T00:00:00Z,Calanoid,Centropages orsinii,2.5,1
-12.25,141.5,1976-05-01T00:00:00Z,Calanoid,Clausocalanus minor,1,1
-12.25,141.5,1976-05-01T00:00:00Z,Calanoid,Acrocalanus longicornis,1.5,1
-12.25,141.5,1976-05-01T00:00:00Z,Calanoid,Anawekia spinosa,3.5,1
-12.25,141.5,1976-05-01T00:00:00Z,Calanoid,Candacia discaudata,8.5,1
-12.25,141.5,1976-05-01T00:00:00Z,Calanoid,Canthocalanus pauper,10.5,1
-12.25,141.5,1976-05-01T00:00:00Z,Calanoid,Acartia (Odontacartia) amboinensis,6,1
-12.25,141.5,1976-05-01T00:00:00Z,Calanoid,Acartia (Odontacartia) erythraea,0.5,1
-12.25,141.5,1976-05-01T00:00:00Z,Calanoid,Acrocalanus gibber,23,1
-12.25,141.5,1976-05-01T00:00:00Z,Calanoid,Acrocalanus gracilis,1.5,1
-13,140,1976-05-01T00:00:00Z,Calanoid,Temora discaudata,18.8,1
-13,140,1976-05-01T00:00:00Z,Calanoid,Undinula vulgaris,6.8,1
-13,140,1976-05-01T00:00:00Z,Calanoid,Pontellina morii,0.8,1
-13,140,1976-05-01T00:00:00Z,Poecilostomatoida,Sapphirina angusta,0.8,1
-13,140,1976-05-01T00:00:00Z,Poecilostomatoida,Sapphirina gastrica,0.3,1
-13,140,1976-05-01T00:00:00Z,Poecilostomatoida,Sapphirina nigromaculata,1.8,1
-13,140,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,14.3,1
-13,140,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea venusta complex,2.8,1
-13,140,1976-05-01T00:00:00Z,Calanoid,Calocalanus pavo,0.8,1
-13,140,1976-05-01T00:00:00Z,Calanoid,Calocalanus plumulosus,1.5,1
-13,140,1976-05-01T00:00:00Z,Cyclopoid,Oithona simplex,1.5,1
-13,140,1976-05-01T00:00:00Z,Poecilostomatoida,Farranula gibbula,13.5,1
-13,140,1976-05-01T00:00:00Z,Calanoid,Brachycalanus rothlisbergi,0.8,1
-13,140,1976-05-01T00:00:00Z,Calanoid,Subeucalanus crassus,18.8,1
-13,140,1976-05-01T00:00:00Z,Calanoid,Subeucalanus dentatus,1.5,1
-13,140,1976-05-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,32.3,1
-13,140,1976-05-01T00:00:00Z,Cyclopoid,Oithona plumifera,23.3,1
-13,140,1976-05-01T00:00:00Z,Calanoid,Lucicutia tranteri (invalid),14.3,1
-13,140,1976-05-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,19.5,1
-13,140,1976-05-01T00:00:00Z,Calanoid,Labidocera kroyeri stylifera,0.8,1
-13,140,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus dahli,1.5,1
-13,140,1976-05-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,3,1
-13,140,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus andrewsi,1.5,1
-13,140,1976-05-01T00:00:00Z,Harpacticoid,Clytemnestra scutellata,4.5,1
-13,140,1976-05-01T00:00:00Z,Calanoid,Acrocalanus longicornis,27,1
-13,140,1976-05-01T00:00:00Z,Calanoid,Candacia discaudata,1.5,1
-13,140,1976-05-01T00:00:00Z,Calanoid,Canthocalanus pauper,5.3,1
-13,140,1976-05-01T00:00:00Z,Calanoid,Acartia (Odontacartia) amboinensis,7.5,1
-13,140,1976-05-01T00:00:00Z,Calanoid,Acrocalanus gibber,1.5,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Scolecithricella orientalis,3,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Temora discaudata,6,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Temora turbinata,9,1
-13,138,1976-05-01T00:00:00Z,Poecilostomatoida,Sapphirina nigromaculata,3,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Paracalanus denudatus,26,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Candacia truncata,3,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Parvocalanus elegans,0.5,1
-13,138,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,15.5,1
-13,138,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea venusta complex,21,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Calocalanus pavo,1,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Calocalanus plumulosus,0.5,1
-13,138,1976-05-01T00:00:00Z,Poecilostomatoida,Farranula concinna,6,1
-13,138,1976-05-01T00:00:00Z,Poecilostomatoida,Farranula gibbula,13.5,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Subeucalanus crassus,21,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Subeucalanus subcrassus,19.5,1
-13,138,1976-05-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,7,1
-13,138,1976-05-01T00:00:00Z,Cyclopoid,Oithona attenuata typical,0.5,1
-13,138,1976-05-01T00:00:00Z,Cyclopoid,Oithona plumifera,21,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Lucicutia tranteri (invalid),25.5,1
-13,138,1976-05-01T00:00:00Z,Poecilostomatoida,Corycaeus speciosus,5,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Labidocera minuta,1.5,1
-13,138,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus dahli,2,1
-13,138,1976-05-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,2,1
-13,138,1976-05-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus agilis,5.5,1
-13,138,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus asiaticus,1.5,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Centropages orsinii,0.5,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Clausocalanus furcatus,0.5,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Clausocalanus minor,1.5,1
-13,138,1976-05-01T00:00:00Z,Harpacticoid,Clytemnestra scutellata,4,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Canthocalanus pauper,5.5,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Acartia (Odontacartia) amboinensis,19,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Acrocalanus gibber,2,1
-13,138,1976-05-01T00:00:00Z,Calanoid,Acrocalanus gracilis,73,1
-13.5,136.4,1976-05-01T00:00:00Z,Calanoid,Scolecithricella orientalis,0.5,1
-13.5,136.4,1976-05-01T00:00:00Z,Poecilostomatoida,Sapphirina nigromaculata,1,1
-13.5,136.4,1976-05-01T00:00:00Z,Calanoid,Paracalanus aculeatus,53,1
-13.5,136.4,1976-05-01T00:00:00Z,Calanoid,Paracalanus denudatus,2,1
-13.5,136.4,1976-05-01T00:00:00Z,Calanoid,Candacia bradyi,2,1
-13.5,136.4,1976-05-01T00:00:00Z,Calanoid,Labidocera acuta,1,1
-13.5,136.4,1976-05-01T00:00:00Z,Calanoid,Calanopia aurivilli,1,1
-13.5,136.4,1976-05-01T00:00:00Z,Calanoid,Subeucalanus subcrassus,27,1
-13.5,136.4,1976-05-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,112,1
-13.5,136.4,1976-05-01T00:00:00Z,Cyclopoid,Oithona plumifera,16,1
-13.5,136.4,1976-05-01T00:00:00Z,Cyclopoid,Dioithona rigida,9.5,1
-13.5,136.4,1976-05-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,5,1
-13.5,136.4,1976-05-01T00:00:00Z,Harpacticoid,Microsetella rosea,7,1
-13.5,136.4,1976-05-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,0.5,1
-13.5,136.4,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus subtilis,2.5,1
-13.5,136.4,1976-05-01T00:00:00Z,Calanoid,Labidocera minuta,3,1
-13.5,136.4,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus dahli,5,1
-13.5,136.4,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus erythraeus,17.5,1
-13.5,136.4,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus andrewsi,14,1
-13.5,136.4,1976-05-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus catus,0.5,1
-13.5,136.4,1976-05-01T00:00:00Z,Calanoid,Centropages furcatus,24.5,1
-13.5,136.4,1976-05-01T00:00:00Z,Calanoid,Centropages orsinii,6,1
-13.5,136.4,1976-05-01T00:00:00Z,Calanoid,Bestiolina similis,1,1
-13.5,136.4,1976-05-01T00:00:00Z,Calanoid,Candacia discaudata,6,1
-13.5,136.4,1976-05-01T00:00:00Z,Calanoid,Acartia (Odontacartia) amboinensis,0.5,1
-13.5,136.4,1976-05-01T00:00:00Z,Calanoid,Acartia (Odontacartia) pacifica,58.5,1
-13.5,136.4,1976-05-01T00:00:00Z,Calanoid,Acrocalanus gibber,16,1
-13.5,136.4,1976-05-01T00:00:00Z,Calanoid,Acrocalanus gracilis,2,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Scolecithricella orientalis,2,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Temora discaudata,3,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Parvocalanus latus,36,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Paracalanus aculeatus,127,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Paracalanus denudatus,3,1
-14,137,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,4,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Calanopia elliptica,3,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Calocalanus plumulosus,1,1
-14,137,1976-05-01T00:00:00Z,Cyclopoid,Oithona simplex,1,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Brachycalanus rothlisbergi,2,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Subeucalanus crassus,5,1
-14,137,1976-05-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,31,1
-14,137,1976-05-01T00:00:00Z,Cyclopoid,Oithona attenuata typical,5,1
-14,137,1976-05-01T00:00:00Z,Cyclopoid,Oithona plumifera,10,1
-14,137,1976-05-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,34,1
-14,137,1976-05-01T00:00:00Z,Harpacticoid,Microsetella rosea,5,1
-14,137,1976-05-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,2,1
-14,137,1976-05-01T00:00:00Z,Poecilostomatoida,Corycaeus sewelli (invalid),11,1
-14,137,1976-05-01T00:00:00Z,Poecilostomatoida,Copilia mirabilis,1,1
-14,137,1976-05-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus agilis,1,1
-14,137,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus andrewsi,5,1
-14,137,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus asiaticus,5,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Centropages orsinii,1,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Acrocalanus longicornis,7,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Anawekia spinosa,1,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Bestiolina similis,6,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Canthocalanus pauper,30,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Acartia (Odontacartia) pacifica,35,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Acrocalanus gibber,69,1
-14,137,1976-05-01T00:00:00Z,Calanoid,Acrocalanus gracilis,2,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Scolecithricella orientalis,1,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Temora discaudata,6.5,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Undinula vulgaris,5.5,1
-14,138,1976-05-01T00:00:00Z,Poecilostomatoida,Sapphirina gastrica,0.5,1
-14,138,1976-05-01T00:00:00Z,Poecilostomatoida,Sapphirina nigromaculata,1.5,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Paracalanus denudatus,7,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Parvocalanus elegans,1.5,1
-14,138,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea clevei complex,5.5,1
-14,138,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,26.5,1
-14,138,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea venusta complex,56.5,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Parvocalanus crassirostris,0.5,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Calocalanus plumulosus,1,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Candacia catula,3.5,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Labidocera laevidentata,0.5,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Subeucalanus crassus,2,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Subeucalanus subcrassus,1,1
-14,138,1976-05-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,3.5,1
-14,138,1976-05-01T00:00:00Z,Cyclopoid,Oithona plumifera,20.5,1
-14,138,1976-05-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,5,1
-14,138,1976-05-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,0.5,1
-14,138,1976-05-01T00:00:00Z,Poecilostomatoida,Corycaeus sewelli (invalid),1,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Labidocera minuta,0.5,1
-14,138,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus erythraeus,1,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Centropages gracilis,0.5,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Clausocalanus minor,4,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Acrocalanus gracilis,7,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Acrocalanus longicornis,14.5,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Acartia (Odontacartia) amboinensis,9,1
-14,138,1976-05-01T00:00:00Z,Calanoid,Acrocalanus gibber,2,1
-14,139,1976-05-01T00:00:00Z,Calanoid,Scolecithricella orientalis,10,1
-14,139,1976-05-01T00:00:00Z,Calanoid,Temora discaudata,3.5,1
-14,139,1976-05-01T00:00:00Z,Calanoid,Temora turbinata,5.5,1
-14,139,1976-05-01T00:00:00Z,Calanoid,Paracalanus denudatus,54,1
-14,139,1976-05-01T00:00:00Z,Calanoid,Parvocalanus elegans,12.5,1
-14,139,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea clevei complex,55.5,1
-14,139,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,30,1
-14,139,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea venusta complex,3.5,1
-14,139,1976-05-01T00:00:00Z,Calanoid,Calocalanus pavo,2,1
-14,139,1976-05-01T00:00:00Z,Calanoid,Candacia catula,1,1
-14,139,1976-05-01T00:00:00Z,Cyclopoid,Oithona simplex,1.5,1
-14,139,1976-05-01T00:00:00Z,Poecilostomatoida,Farranula concinna,9,1
-14,139,1976-05-01T00:00:00Z,Calanoid,Subeucalanus subcrassus,3,1
-14,139,1976-05-01T00:00:00Z,Cyclopoid,Oithona plumifera,35.5,1
-14,139,1976-05-01T00:00:00Z,Calanoid,Lucicutia tranteri (invalid),19,1
-14,139,1976-05-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,8.5,1
-14,139,1976-05-01T00:00:00Z,Harpacticoid,Microsetella rosea,5,1
-14,139,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus subtilis,0.5,1
-14,139,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus dahli,2,1
-14,139,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus erythraeus,1.5,1
-14,139,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,0.5,1
-14,139,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus andrewsi,1,1
-14,139,1976-05-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus catus,4,1
-14,139,1976-05-01T00:00:00Z,Calanoid,Centropages orsinii,0.5,1
-14,139,1976-05-01T00:00:00Z,Calanoid,Clausocalanus minor,13,1
-14,139,1976-05-01T00:00:00Z,Harpacticoid,Clytemnestra scutellata,3.5,1
-14,139,1976-05-01T00:00:00Z,Calanoid,Acrocalanus gracilis,2.5,1
-14,139,1976-05-01T00:00:00Z,Calanoid,Acrocalanus longicornis,21,1
-14,139,1976-05-01T00:00:00Z,Calanoid,Canthocalanus pauper,2,1
-14,139,1976-05-01T00:00:00Z,Calanoid,Acartia (Odontacartia) pacifica,0.5,1
-14,139,1976-05-01T00:00:00Z,Calanoid,Acrocalanus gibber,1,1
-14,141,1976-05-01T00:00:00Z,Calanoid,Parvocalanus latus,36,1
-14,141,1976-05-01T00:00:00Z,Calanoid,Pseudodiaptomus mertoni,2.5,1
-14,141,1976-05-01T00:00:00Z,Calanoid,Paracalanus aculeatus,1.5,1
-14,141,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea clevei complex,7,1
-14,141,1976-05-01T00:00:00Z,Calanoid,Parvocalanus crassirostris,54,1
-14,141,1976-05-01T00:00:00Z,Cyclopoid,Oithona simplex,0.5,1
-14,141,1976-05-01T00:00:00Z,Calanoid,Subeucalanus subcrassus,0.5,1
-14,141,1976-05-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,41,1
-14,141,1976-05-01T00:00:00Z,Cyclopoid,Oithona plumifera,0.5,1
-14,141,1976-05-01T00:00:00Z,Harpacticoid,Microsetella rosea,1.5,1
-14,141,1976-05-01T00:00:00Z,Poecilostomatoida,Corycaeus sewelli (invalid),9.5,1
-14,141,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus dahli,1,1
-14,141,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus erythraeus,3,1
-14,141,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus andrewsi,37.5,1
-14,141,1976-05-01T00:00:00Z,Calanoid,Centropages furcatus,2.5,1
-14,141,1976-05-01T00:00:00Z,Harpacticoid,Clytemnestra scutellata,0.5,1
-14,141,1976-05-01T00:00:00Z,Calanoid,Bestiolina similis,1,1
-14,141,1976-05-01T00:00:00Z,Calanoid,Acartia (Odontacartia) erythraea,41.5,1
-15,140,1976-05-01T00:00:00Z,Calanoid,Scolecithricella orientalis,18.5,1
-15,140,1976-05-01T00:00:00Z,Calanoid,Temora discaudata,20,1
-15,140,1976-05-01T00:00:00Z,Calanoid,Temora turbinata,4.5,1
-15,140,1976-05-01T00:00:00Z,Calanoid,Parvocalanus elegans,3.5,1
-15,140,1976-05-01T00:00:00Z,Calanoid,Parvocalanus latus,2.5,1
-15,140,1976-05-01T00:00:00Z,Calanoid,Paracalanus denudatus,86.5,1
-15,140,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea clevei complex,62.5,1
-15,140,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,5,1
-15,140,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea venusta complex,4.5,1
-15,140,1976-05-01T00:00:00Z,Calanoid,Nannocalanus minor,2,1
-15,140,1976-05-01T00:00:00Z,Poecilostomatoida,Farranula concinna,1,1
-15,140,1976-05-01T00:00:00Z,Poecilostomatoida,Farranula gibbula,1.5,1
-15,140,1976-05-01T00:00:00Z,Calanoid,Labidocera acuta,0.5,1
-15,140,1976-05-01T00:00:00Z,Calanoid,Subeucalanus crassus,1.5,1
-15,140,1976-05-01T00:00:00Z,Cyclopoid,Oithona attenuata typical,2,1
-15,140,1976-05-01T00:00:00Z,Cyclopoid,Oithona plumifera,59.5,1
-15,140,1976-05-01T00:00:00Z,Cyclopoid,Dioithona rigida,2.5,1
-15,140,1976-05-01T00:00:00Z,Calanoid,Lucicutia tranteri (invalid),9.5,1
-15,140,1976-05-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,16,1
-15,140,1976-05-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus pacificus,4,1
-15,140,1976-05-01T00:00:00Z,Poecilostomatoida,Corycaeus speciosus,1,1
-15,140,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus subtilis,1.5,1
-15,140,1976-05-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus catus,3,1
-15,140,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus erythraeus,5.5,1
-15,140,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus lubbocki,1.5,1
-15,140,1976-05-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus agilis,1.5,1
-15,140,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus andrewsi,4.5,1
-15,140,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus asiaticus,2,1
-15,140,1976-05-01T00:00:00Z,Calanoid,Centropages orsinii,0.5,1
-15,140,1976-05-01T00:00:00Z,Calanoid,Clausocalanus furcatus,0.5,1
-15,140,1976-05-01T00:00:00Z,Calanoid,Clausocalanus minor,5.5,1
-15,140,1976-05-01T00:00:00Z,Calanoid,Acrocalanus gracilis,0.5,1
-15,140,1976-05-01T00:00:00Z,Calanoid,Acrocalanus longicornis,22.5,1
-15,140,1976-05-01T00:00:00Z,Calanoid,Acrocalanus gibber,12.5,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Undinula vulgaris,2.3,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Temora discaudata,0.8,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Temora turbinata,1.5,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Parvocalanus latus,0.3,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Pontellina morii,0.3,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Paracalanus denudatus,27.8,1
-15,138,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea clevei complex,37.3,1
-15,138,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea media complex,1,1
-15,138,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea venusta complex,0.5,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Parvocalanus crassirostris,1.5,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Calanopia elliptica,0.5,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Calocalanus pavo,1.8,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Labidocera acuta,0.5,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Calanopia aurivilli,1.3,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Subeucalanus subcrassus,2,1
-15,138,1976-05-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,22.8,1
-15,138,1976-05-01T00:00:00Z,Cyclopoid,Oithona plumifera,10.5,1
-15,138,1976-05-01T00:00:00Z,Cyclopoid,Dioithona rigida,0.5,1
-15,138,1976-05-01T00:00:00Z,Harpacticoid,Macrosetella gracilis,36.3,1
-15,138,1976-05-01T00:00:00Z,Harpacticoid,Microsetella rosea,1.6,1
-15,138,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus subtilis,1.5,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Labidocera minuta,2.3,1
-15,138,1976-05-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus catus,0.5,1
-15,138,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus dahli,4,1
-15,138,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus erythraeus,4,1
-15,138,1976-05-01T00:00:00Z,Poecilostomatoida,Onychocorycaeus agilis,0.8,1
-15,138,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus andrewsi,1.8,1
-15,138,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus asiaticus,0.8,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Centropages orsinii,0.8,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Candacia discaudata,0.3,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Canthocalanus pauper,18.5,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Acartia (Odontacartia) amboinensis,12.3,1
-15,138,1976-05-01T00:00:00Z,Calanoid,Acrocalanus gibber,4,1
-15,136,1976-05-01T00:00:00Z,Calanoid,Temora discaudata,1,1
-15,136,1976-05-01T00:00:00Z,Calanoid,Temora turbinata,10.5,1
-15,136,1976-05-01T00:00:00Z,Calanoid,Parvocalanus elegans,22.5,1
-15,136,1976-05-01T00:00:00Z,Calanoid,Parvocalanus latus,118,1
-15,136,1976-05-01T00:00:00Z,Calanoid,Pontellopsis scotti,0.5,1
-15,136,1976-05-01T00:00:00Z,Calanoid,Paracalanus aculeatus,77.5,1
-15,136,1976-05-01T00:00:00Z,Cyclopoid,Oithona simplex,13,1
-15,136,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea clevei complex,11,1
-15,136,1976-05-01T00:00:00Z,Calanoid,Parvocalanus crassirostris,8,1
-15,136,1976-05-01T00:00:00Z,Calanoid,Labidocera acuta,2.5,1
-15,136,1976-05-01T00:00:00Z,Calanoid,Subeucalanus crassus,1.5,1
-15,136,1976-05-01T00:00:00Z,Harpacticoid,Euterpina acutifrons,30,1
-15,136,1976-05-01T00:00:00Z,Cyclopoid,Oithona attenuata typical,1,1
-15,136,1976-05-01T00:00:00Z,Cyclopoid,Oithona plumifera,3,1
-15,136,1976-05-01T00:00:00Z,Cyclopoid,Dioithona rigida,6.5,1
-15,136,1976-05-01T00:00:00Z,Harpacticoid,Microsetella rosea,2,1
-15,136,1976-05-01T00:00:00Z,Calanoid,Labidocera minuta,0.5,1
-15,136,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus erythraeus,9.5,1
-15,136,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus andrewsi,5.5,1
-15,136,1976-05-01T00:00:00Z,Poecilostomatoida,Ditrichocorycaeus asiaticus,2,1
-15,136,1976-05-01T00:00:00Z,Calanoid,Centropages furcatus,3,1
-15,136,1976-05-01T00:00:00Z,Harpacticoid,Clytemnestra scutellata,3,1
-15,136,1976-05-01T00:00:00Z,Calanoid,Candacia discaudata,1.5,1
-15,136,1976-05-01T00:00:00Z,Calanoid,Canthocalanus pauper,5,1
-16,137.5,1976-05-01T00:00:00Z,Calanoid,Temora discaudata,1,1
-16,137.5,1976-05-01T00:00:00Z,Calanoid,Parvocalanus elegans,103,1
-16,137.5,1976-05-01T00:00:00Z,Calanoid,Parvocalanus latus,330.5,1
-16,137.5,1976-05-01T00:00:00Z,Calanoid,Pontellopsis herdmani,1,1
-16,137.5,1976-05-01T00:00:00Z,Calanoid,Paracalanus aculeatus,60.5,1
-16,137.5,1976-05-01T00:00:00Z,Cyclopoid,Oithona simplex,47,1
-16,137.5,1976-05-01T00:00:00Z,Poecilostomatoida,Oncaea clevei complex,32.5,1
-16,137.5,1976-05-01T00:00:00Z,Calanoid,Calanopia elliptica,0.5,1
-16,137.5,1976-05-01T00:00:00Z,Calanoid,Bestiolina similis,41.5,1
-16,137.5,1976-05-01T00:00:00Z,Calanoid,Calanopia aurivilli,0.5,1
